member_id,ActivityDay,StepTotal
4269,4/17/2016,5376
4269,4/18/2016,10076
4269,4/19/2016,3676
4269,4/20/2016,13435
4269,4/21/2016,16910
4269,4/22/2016,11966
4269,4/23/2016,3948
4269,4/24/2016,6068
4269,4/25/2016,6979
4269,4/26/2016,2176
4269,4/27/2016,14802
4269,4/28/2016,16639
4269,4/29/2016,16603
4269,4/30/2016,5344
4269,5/1/2016,5712
4269,5/2/2016,8954
4269,5/3/2016,15969
4269,5/4/2016,9172
4269,5/5/2016,1338
4269,5/6/2016,6389
4269,5/7/2016,2083
4269,5/8/2016,16499
4269,5/9/2016,16851
4269,5/10/2016,17201
4269,5/11/2016,5502
4269,5/12/2016,8783
4269,4/12/2016,5069
4269,4/13/2016,7905
4269,4/14/2016,10302
4270,4/15/2016,13717
4270,4/16/2016,1454
4270,4/17/2016,5950
4270,4/18/2016,6877
4270,4/19/2016,13035
4270,4/20/2016,17834
4270,4/21/2016,9498
4270,4/22/2016,1474
4270,4/23/2016,6245
4270,4/24/2016,10819
4270,4/25/2016,18069
4270,4/26/2016,3700
4270,4/27/2016,19170
4270,4/28/2016,8114
4270,4/29/2016,11096
4270,4/30/2016,13457
4270,4/12/2016,8049
4270,4/13/2016,15634
4270,4/14/2016,14467
4270,4/15/2016,15326
4270,4/16/2016,18093
4270,4/17/2016,2137
4270,4/18/2016,9075
4270,4/19/2016,6043
4270,4/20/2016,18627
4270,4/21/2016,18564
4270,4/22/2016,10105
4270,4/23/2016,12180
4270,4/24/2016,2926
4270,4/25/2016,12607
4270,4/26/2016,7856
4271,4/27/2016,1332
4271,4/28/2016,2209
4271,4/29/2016,1611
4271,4/30/2016,15282
4271,5/1/2016,2399
4271,5/2/2016,5031
4271,5/3/2016,15286
4271,5/4/2016,17382
4271,5/5/2016,18399
4271,5/6/2016,5525
4271,5/7/2016,11427
4271,5/8/2016,8020
4271,5/9/2016,7419
4271,5/10/2016,1282
4271,5/11/2016,15526
4271,5/12/2016,12234
4271,4/12/2016,9989
4271,4/13/2016,12952
4271,4/14/2016,1518
4271,4/15/2016,19897
4271,4/16/2016,8276
4271,4/17/2016,18162
4271,4/18/2016,16242
4271,4/19/2016,2960
4271,4/20/2016,19539
4271,4/21/2016,17073
4271,4/22/2016,9659
4271,4/23/2016,11031
4271,4/24/2016,11561
4271,4/25/2016,12759
4271,4/26/2016,9044
4272,4/27/2016,8700
4272,4/28/2016,11103
4272,4/29/2016,18407
4272,4/30/2016,14783
4272,5/1/2016,13192
4272,5/2/2016,2504
4272,5/3/2016,4030
4272,5/4/2016,14500
4272,5/5/2016,10420
4272,5/6/2016,16511
4272,5/7/2016,8841
4272,5/8/2016,14374
4272,5/9/2016,18619
4272,5/10/2016,15795
4272,5/11/2016,15018
4272,5/12/2016,13399
4272,4/12/2016,13887
4272,4/13/2016,13989
4272,4/14/2016,19480
4272,4/15/2016,7814
4272,4/16/2016,10873
4272,4/17/2016,11446
4272,4/18/2016,13810
4272,4/19/2016,9657
4272,4/20/2016,16475
4272,4/21/2016,10457
4272,4/22/2016,10825
4272,4/23/2016,18581
4272,4/24/2016,3846
4272,4/25/2016,18155
4272,4/26/2016,18241
4273,4/27/2016,14796
4273,4/28/2016,10011
4273,4/29/2016,5471
4273,4/30/2016,4139
4273,5/1/2016,12755
4273,5/2/2016,12570
4273,5/3/2016,19853
4273,5/4/2016,16896
4273,5/5/2016,11109
4273,5/6/2016,7183
4273,5/7/2016,15630
4273,5/8/2016,17965
4273,5/9/2016,7501
4273,5/10/2016,14197
4273,4/12/2016,19559
4273,4/13/2016,17404
4273,4/14/2016,8097
4273,4/15/2016,10959
4273,4/16/2016,5042
4273,4/17/2016,13205
4273,4/18/2016,9741
4273,4/19/2016,10355
4273,4/20/2016,9214
4273,4/21/2016,13328
4273,4/22/2016,6261
4273,4/23/2016,13956
4273,4/24/2016,9525
4273,4/25/2016,9056
4273,4/26/2016,8786
4273,4/27/2016,10218
4273,4/28/2016,14746
4274,4/29/2016,6119
4274,4/30/2016,8226
4274,5/1/2016,18591
4274,5/2/2016,18360
4274,5/3/2016,13563
4274,5/4/2016,3417
4274,5/5/2016,19699
4274,5/6/2016,902
4274,5/7/2016,5768
4274,5/8/2016,16112
4274,5/9/2016,5361
4274,5/10/2016,7734
4274,5/11/2016,13277
4274,5/12/2016,16128
4274,4/12/2016,1742
4274,4/13/2016,10661
4274,4/14/2016,6560
4274,4/15/2016,3236
4274,4/16/2016,17237
4274,4/17/2016,17996
4274,4/18/2016,9703
4274,4/19/2016,5019
4274,4/20/2016,7662
4274,4/21/2016,18432
4274,4/22/2016,18477
4274,4/23/2016,11009
4274,4/24/2016,15738
4274,4/25/2016,9313
4274,4/26/2016,11880
4274,4/27/2016,15900
4274,4/28/2016,6872
4275,4/29/2016,6713
4275,4/30/2016,16124
4275,5/1/2016,13183
4275,5/2/2016,11554
4275,5/3/2016,9300
4275,5/4/2016,14335
4275,5/5/2016,5143
4275,5/6/2016,3161
4275,5/7/2016,17094
4275,5/8/2016,16071
4275,5/9/2016,4999
4275,5/10/2016,10364
4275,5/11/2016,5031
4275,5/12/2016,2937
4275,4/12/2016,7943
4275,4/13/2016,6059
4275,4/14/2016,11279
4275,4/15/2016,10738
4275,4/16/2016,1798
4275,4/17/2016,14418
4275,4/18/2016,6000
4275,4/19/2016,12086
4275,4/20/2016,11329
4275,4/21/2016,13842
4275,4/22/2016,925
4275,4/23/2016,16726
4275,4/24/2016,2338
4275,4/25/2016,18030
4275,4/26/2016,8883
4275,4/27/2016,14473
4275,4/28/2016,14669
4276,4/29/2016,14593
4276,4/30/2016,12052
4276,5/1/2016,11237
4276,5/2/2016,7188
4276,5/3/2016,2325
4276,5/4/2016,7037
4276,5/5/2016,14578
4276,5/6/2016,3261
4276,5/7/2016,18707
4276,5/8/2016,9732
4276,5/9/2016,7561
4276,5/10/2016,11834
4276,5/11/2016,3709
4276,5/12/2016,13044
4276,4/12/2016,11573
4276,4/13/2016,8131
4276,4/14/2016,19703
4276,4/15/2016,2843
4276,4/16/2016,6411
4276,4/17/2016,16732
4276,4/18/2016,8537
4276,4/19/2016,13074
4276,4/20/2016,2926
4276,4/21/2016,8377
4276,4/22/2016,10877
4276,4/23/2016,2166
4276,4/24/2016,9989
4276,4/25/2016,17872
4276,4/26/2016,4587
4276,4/27/2016,1444
4276,4/28/2016,14065
4277,4/29/2016,10967
4277,4/30/2016,12974
4277,5/1/2016,9406
4277,5/2/2016,5539
4277,5/3/2016,18327
4277,5/4/2016,9473
4277,5/5/2016,2498
4277,5/6/2016,12480
4277,5/7/2016,12110
4277,5/8/2016,2457
4277,5/9/2016,4922
4277,5/10/2016,5699
4277,5/11/2016,7836
4277,4/12/2016,10416
4277,4/13/2016,12422
4277,4/14/2016,2547
4277,4/15/2016,2232
4277,4/16/2016,15379
4277,4/17/2016,10205
4277,4/18/2016,15048
4277,4/19/2016,2629
4277,4/20/2016,14894
4277,4/21/2016,14061
4277,4/22/2016,2566
4277,4/23/2016,4038
4277,4/24/2016,17401
4277,4/25/2016,1685
4277,4/26/2016,11137
4277,4/27/2016,13920
4277,4/28/2016,16271
4277,4/29/2016,17856
4278,4/30/2016,17842
4278,5/1/2016,7736
4278,5/2/2016,19940
4278,5/3/2016,1629
4278,5/4/2016,9927
4278,5/5/2016,8000
4278,5/6/2016,7337
4278,5/7/2016,8521
4278,5/8/2016,6769
4278,5/9/2016,4675
4278,5/10/2016,11860
4278,5/11/2016,6891
4278,5/12/2016,17915
4278,4/12/2016,1350
4278,4/13/2016,13753
4278,4/14/2016,7317
4278,4/15/2016,1664
4278,4/16/2016,7652
4278,4/17/2016,16997
4278,4/18/2016,2977
4278,4/19/2016,3732
4278,4/20/2016,14859
4278,4/21/2016,7329
4278,4/22/2016,8995
4278,4/23/2016,12150
4278,4/24/2016,15552
4278,4/25/2016,13875
4278,4/26/2016,14662
4278,4/27/2016,16056
4278,4/28/2016,3474
4278,4/29/2016,5358
4279,4/30/2016,6301
4279,5/1/2016,14472
4279,5/2/2016,18722
4279,5/3/2016,4733
4279,5/4/2016,5259
4279,5/5/2016,7839
4279,5/6/2016,18957
4279,5/7/2016,17804
4279,5/8/2016,19318
4279,5/9/2016,19053
4279,5/10/2016,18345
4279,5/11/2016,13551
4279,5/12/2016,9121
4279,4/12/2016,5539
4279,4/13/2016,13070
4279,4/14/2016,3826
4279,4/15/2016,1959
4279,4/16/2016,17553
4279,4/17/2016,18219
4279,4/18/2016,7438
4279,4/19/2016,6988
4279,4/20/2016,7096
4279,4/21/2016,14633
4279,4/22/2016,2982
4279,4/23/2016,14235
4279,4/24/2016,14712
4279,4/25/2016,1811
4279,4/26/2016,10854
4279,4/27/2016,17990
4279,4/28/2016,19250
4279,4/29/2016,3650
4280,4/30/2016,16688
4280,5/1/2016,19029
4280,5/2/2016,5748
4280,5/3/2016,10814
4280,5/4/2016,12012
4280,5/5/2016,13792
4280,5/6/2016,13277
4280,5/7/2016,11696
4280,5/8/2016,5269
4280,5/9/2016,19340
4280,5/10/2016,2062
4280,5/11/2016,8464
4280,5/12/2016,5313
4280,4/12/2016,16907
4280,4/13/2016,16709
4280,4/14/2016,5782
4280,4/15/2016,5756
4280,4/16/2016,8826
4280,4/17/2016,8041
4280,4/18/2016,1517
4280,4/19/2016,6611
4280,4/20/2016,6063
4280,4/21/2016,4633
4280,4/22/2016,6383
4280,4/23/2016,5034
4280,4/24/2016,3754
4280,4/25/2016,13773
4280,4/26/2016,2581
4280,4/27/2016,4088
4280,4/28/2016,12013
4280,4/29/2016,4208
4281,4/30/2016,10110
4281,5/1/2016,18425
4281,5/2/2016,2024
4281,5/3/2016,11573
4281,5/4/2016,18352
4281,5/5/2016,13658
4281,5/6/2016,18588
4281,5/7/2016,11969
4281,5/8/2016,10182
4281,5/9/2016,11021
4281,5/10/2016,11098
4281,5/11/2016,19568
4281,5/12/2016,10934
4281,4/12/2016,3999
4281,4/13/2016,4658
4281,4/14/2016,7099
4281,4/15/2016,16308
4281,4/16/2016,11886
4281,4/17/2016,1850
4281,4/18/2016,3986
4281,4/19/2016,13605
4281,4/20/2016,14573
4281,4/21/2016,7367
4281,4/22/2016,14520
4281,4/23/2016,14095
4281,4/24/2016,9559
4281,4/25/2016,10925
4281,4/26/2016,3198
4281,4/27/2016,18915
4281,4/28/2016,16748
4281,4/29/2016,12015
4282,4/30/2016,1342
4282,5/1/2016,10885
4282,5/2/2016,17457
4282,5/3/2016,1012
4282,5/4/2016,11227
4282,5/5/2016,2834
4282,5/6/2016,2795
4282,5/7/2016,3771
4282,5/8/2016,6240
4282,5/9/2016,4591
4282,5/10/2016,15776
4282,5/11/2016,11210
4282,5/12/2016,16008
4282,4/12/2016,7350
4282,4/13/2016,6861
4282,4/14/2016,960
4282,4/15/2016,18708
4282,4/16/2016,12138
4282,4/17/2016,17521
4282,4/18/2016,2340
4282,4/19/2016,14236
4282,4/20/2016,2174
4282,4/21/2016,9008
4282,4/22/2016,18949
4282,4/23/2016,12814
4282,4/24/2016,13954
4282,4/25/2016,11896
4282,4/26/2016,18546
4282,4/27/2016,12488
4282,4/28/2016,8642
4282,4/29/2016,19299
4283,4/12/2016,5764
4283,4/13/2016,7122
4283,4/14/2016,3843
4283,4/15/2016,7587
4283,4/16/2016,19533
4283,4/17/2016,9739
4283,4/18/2016,9966
4283,4/19/2016,15215
4283,4/20/2016,13198
4283,4/21/2016,5343
4283,4/22/2016,1168
4283,4/23/2016,8939
4283,4/24/2016,16466
4283,4/25/2016,9265
4283,4/26/2016,5475
4283,4/27/2016,18137
4283,4/28/2016,18923
4283,4/29/2016,17126
4283,4/30/2016,16006
4283,5/1/2016,8027
4283,5/2/2016,18259
4283,5/3/2016,13148
4283,5/4/2016,12409
4283,5/5/2016,6312
4283,5/6/2016,8947
4283,5/7/2016,16457
4283,5/8/2016,16713
4283,5/9/2016,16118
4283,5/10/2016,16467
4283,5/11/2016,19343
4283,5/12/2016,18797
4284,4/12/2016,14492
4284,4/13/2016,9539
4284,4/14/2016,18342
4284,4/15/2016,11239
4284,4/16/2016,13097
4284,4/17/2016,8834
4284,4/18/2016,15961
4284,4/19/2016,11206
4284,4/20/2016,6968
4284,4/21/2016,2575
4284,4/22/2016,13734
4284,4/23/2016,3369
4284,4/24/2016,10232
4284,4/25/2016,6649
4284,4/26/2016,9138
4284,4/27/2016,1616
4284,4/28/2016,17609
4284,4/29/2016,6654
4284,4/30/2016,15825
4284,5/1/2016,17821
4284,4/12/2016,9276
4284,4/13/2016,7048
4284,4/14/2016,3756
4284,4/15/2016,7146
4284,4/16/2016,12850
4284,4/17/2016,6981
4284,4/18/2016,5676
4284,4/19/2016,7047
4284,4/20/2016,18025
4284,4/21/2016,16260
4284,4/22/2016,10987
4285,4/23/2016,19392
4285,4/24/2016,14429
4285,4/25/2016,1876
4285,4/26/2016,17055
4285,4/27/2016,9891
4285,4/28/2016,5632
4285,4/29/2016,13673
4285,4/30/2016,2515
4285,5/1/2016,6749
4285,5/2/2016,14503
4285,5/3/2016,13891
4285,5/4/2016,10011
4285,5/5/2016,11267
4285,5/6/2016,10501
4285,5/7/2016,2828
4285,5/8/2016,805
4285,5/9/2016,12310
4285,5/10/2016,19897
4285,5/11/2016,1604
4285,4/12/2016,15805
4285,4/13/2016,11135
4285,4/14/2016,14360
4285,4/15/2016,9870
4285,4/16/2016,9637
4285,4/17/2016,16575
4285,4/18/2016,3040
4285,4/19/2016,1176
4285,4/20/2016,5154
4285,4/21/2016,14190
4285,4/22/2016,14451
4285,4/23/2016,5618
4286,4/24/2016,13204
4286,4/25/2016,4734
4286,4/26/2016,7762
4286,4/27/2016,2551
4286,4/28/2016,11114
4286,4/29/2016,8116
4286,4/30/2016,17065
4286,5/1/2016,5173
4286,5/2/2016,13829
4286,5/3/2016,16107
4286,5/4/2016,17144
4286,5/5/2016,9110
4286,5/6/2016,10144
4286,5/7/2016,6305
4286,5/8/2016,4406
4286,5/9/2016,6548
4286,5/10/2016,11022
4286,5/11/2016,4055
4286,5/12/2016,17676
4286,4/12/2016,18543
4286,4/13/2016,4073
4286,4/14/2016,9723
4286,4/15/2016,5226
4286,4/12/2016,10397
4286,4/13/2016,9392
4286,4/14/2016,19923
4286,4/15/2016,19249
4286,4/16/2016,13349
4286,4/17/2016,1735
4286,4/18/2016,11629
4286,4/19/2016,17683
4287,4/20/2016,8871
4287,4/21/2016,10504
4287,4/22/2016,1415
4287,4/23/2016,3602
4287,4/24/2016,4374
4287,4/25/2016,12961
4287,4/26/2016,13075
4287,4/27/2016,7322
4287,4/28/2016,14653
4287,4/29/2016,4018
4287,4/30/2016,6801
4287,5/1/2016,3894
4287,5/2/2016,3870
4287,5/3/2016,15906
4287,5/4/2016,2984
4287,5/5/2016,3580
4287,5/6/2016,16131
4287,5/7/2016,5134
4287,5/8/2016,6800
4287,5/9/2016,19959
4287,5/10/2016,14356
4287,5/11/2016,10937
4287,5/12/2016,13848
4287,4/12/2016,12608
4287,4/13/2016,7799
4287,4/14/2016,14975
4287,4/15/2016,15830
4287,4/16/2016,14677
4287,4/17/2016,3802
4287,4/18/2016,9588
4287,4/19/2016,17083
4288,4/20/2016,8842
4288,4/21/2016,7217
4288,4/22/2016,14342
4288,4/23/2016,19097
4288,4/24/2016,7815
4288,4/25/2016,4498
4288,4/26/2016,19074
4288,4/27/2016,6932
4288,4/28/2016,6673
4288,4/29/2016,1250
4288,4/30/2016,6668
4288,5/1/2016,8900
4288,5/2/2016,14518
4288,5/3/2016,17328
4288,5/4/2016,14213
4288,5/5/2016,19712
4288,5/6/2016,10643
4288,5/7/2016,12810
4288,5/8/2016,1678
4288,5/9/2016,7103
4288,5/10/2016,2198
4288,5/11/2016,11161
4288,5/12/2016,7393
4288,4/12/2016,15930
4288,4/13/2016,16746
4288,4/14/2016,4023
4288,4/15/2016,15193
4288,4/16/2016,5674
4288,4/17/2016,10853
4288,4/18/2016,3033
4288,4/19/2016,16864
4289,4/20/2016,9989
4289,4/21/2016,17672
4289,4/22/2016,9841
4289,4/23/2016,5885
4289,4/24/2016,4695
4289,4/25/2016,6407
4289,4/26/2016,16039
4289,4/27/2016,15260
4289,4/28/2016,14934
4289,4/29/2016,5213
4289,4/30/2016,11229
4289,5/1/2016,7275
4289,5/2/2016,17738
4289,5/3/2016,13009
4289,5/4/2016,4025
4289,5/5/2016,11786
4289,5/6/2016,19560
4289,5/7/2016,9441
4289,5/8/2016,15759
4289,5/9/2016,3947
4289,5/10/2016,8386
4289,5/11/2016,19674
4289,5/12/2016,13832
4289,4/12/2016,12075
4289,4/13/2016,7301
4289,4/14/2016,7836
4289,4/15/2016,2157
4289,4/16/2016,11531
4289,4/17/2016,4002
4289,4/18/2016,15618
4289,4/19/2016,18594
4290,4/20/2016,12664
4290,4/21/2016,9120
4290,4/22/2016,14857
4290,4/23/2016,1665
4290,4/24/2016,16942
4290,4/25/2016,12006
4290,4/26/2016,5221
4290,4/27/2016,18557
4290,4/28/2016,1875
4290,4/29/2016,3074
4290,4/30/2016,14267
4290,5/1/2016,8204
4290,5/2/2016,19592
4290,5/3/2016,19191
4290,5/4/2016,8370
4290,5/5/2016,7688
4290,5/6/2016,17787
4290,5/7/2016,1836
4290,5/8/2016,19477
4290,5/9/2016,10660
4290,5/10/2016,18541
4290,5/11/2016,12379
4290,5/12/2016,14241
4290,4/12/2016,4854
4290,4/13/2016,5172
4290,4/14/2016,5703
4290,4/15/2016,14556
4290,4/16/2016,1313
4290,4/17/2016,11007
4290,4/18/2016,11508
4290,4/19/2016,17935
4291,4/20/2016,8083
4291,4/21/2016,7662
4291,4/22/2016,8216
4291,4/23/2016,17163
4291,4/24/2016,2973
4291,4/25/2016,10818
4291,4/26/2016,2272
4291,4/27/2016,8525
4291,4/28/2016,18527
4291,4/29/2016,15677
4291,4/30/2016,2801
4291,5/1/2016,9906
4291,5/2/2016,17862
4291,5/3/2016,8883
4291,5/4/2016,16711
4291,5/5/2016,8888
4291,5/6/2016,5418
4291,5/7/2016,8003
4291,5/8/2016,12006
4291,5/9/2016,14232
4291,5/10/2016,12156
4291,5/11/2016,6519
4291,5/12/2016,15461
4291,4/12/2016,4357
4291,4/13/2016,16689
4291,4/14/2016,3841
4291,4/15/2016,3527
4291,4/16/2016,6739
4291,4/17/2016,5088
4291,4/18/2016,7658
4291,4/19/2016,8336
4292,4/20/2016,3147
4292,4/21/2016,8253
4292,4/22/2016,5541
4292,4/23/2016,13243
4292,4/24/2016,15676
4292,4/25/2016,6734
4292,4/26/2016,6022
4292,4/27/2016,19903
4292,4/28/2016,16424
4292,4/29/2016,7436
4292,4/30/2016,12233
4292,5/1/2016,17415
4292,5/2/2016,1278
4292,5/3/2016,7364
4292,5/4/2016,12370
4292,5/5/2016,3819
4292,5/6/2016,12222
4292,5/7/2016,10221
4292,5/8/2016,4584
4292,5/9/2016,4455
4292,5/10/2016,12471
4292,5/11/2016,13521
4292,5/12/2016,998
4292,4/12/2016,4600
4292,4/13/2016,9857
4292,4/14/2016,16280
4292,4/15/2016,11822
4292,4/16/2016,14392
4292,4/17/2016,11122
4292,4/18/2016,14678
4292,4/19/2016,3716
4293,4/20/2016,18849
4293,4/21/2016,17546
4293,4/22/2016,7865
4293,4/23/2016,19932
4293,4/24/2016,8510
4293,4/25/2016,15586
4293,4/26/2016,12326
4293,4/27/2016,9924
4293,4/28/2016,12387
4293,4/29/2016,12449
4293,4/30/2016,8610
4293,5/1/2016,18822
4293,5/2/2016,2183
4293,5/3/2016,2828
4293,5/4/2016,13201
4293,5/5/2016,4019
4293,5/6/2016,14392
4293,5/7/2016,5796
4293,5/8/2016,3686
4293,5/9/2016,6141
4293,5/10/2016,14134
4293,5/11/2016,14114
4293,4/12/2016,9516
4293,4/13/2016,8501
4293,4/14/2016,4674
4293,4/15/2016,1928
4293,4/16/2016,19551
4293,4/17/2016,2214
4293,4/18/2016,12469
4293,4/19/2016,9339
4293,4/20/2016,16950
4294,4/21/2016,19096
4294,4/22/2016,13273
4294,4/23/2016,10566
4294,4/24/2016,2851
4294,4/25/2016,8101
4294,4/26/2016,14672
4294,4/27/2016,17136
4294,4/28/2016,6093
4294,4/29/2016,15725
4294,4/30/2016,9104
4294,5/1/2016,13681
4294,5/2/2016,18925
4294,5/3/2016,16293
4294,5/4/2016,16508
4294,5/5/2016,2943
4294,5/6/2016,14149
4294,5/7/2016,11614
4294,5/8/2016,13823
4294,5/9/2016,5210
4294,4/12/2016,8811
4294,4/13/2016,7649
4294,4/14/2016,14183
4294,4/15/2016,10259
4294,4/16/2016,18842
4294,4/17/2016,16861
4294,4/18/2016,16249
4294,4/19/2016,4739
4294,4/20/2016,8277
4294,4/21/2016,7412
4294,4/22/2016,11783
4294,4/23/2016,10058
4295,4/24/2016,16375
4295,4/25/2016,10353
4295,4/26/2016,6834
4295,4/27/2016,19829
4295,4/28/2016,17502
4295,4/29/2016,19391
4295,4/30/2016,17107
4295,5/1/2016,19982
4295,5/2/2016,2489
4295,5/3/2016,11320
4295,5/4/2016,11110
4295,5/5/2016,14876
4295,5/6/2016,19324
4295,5/7/2016,10918
4295,5/8/2016,15311
4295,5/9/2016,9483
4295,5/10/2016,9622
4295,4/12/2016,5840
4295,4/13/2016,6625
4295,4/14/2016,6637
4295,4/15/2016,7649
4295,4/16/2016,11143
4295,4/17/2016,6809
4295,4/18/2016,3984
4295,4/19/2016,12854
4295,4/20/2016,9477
4295,4/21/2016,16645
4295,4/22/2016,18171
4295,4/23/2016,15822
4295,4/24/2016,14262
4295,4/25/2016,4707
4296,4/26/2016,8585
4296,4/27/2016,16663
4296,4/28/2016,12075
4296,4/29/2016,16871
4296,4/30/2016,19275
4296,5/1/2016,14053
4296,5/2/2016,12627
4296,5/3/2016,1709
4296,5/4/2016,15816
4296,5/5/2016,7753
4296,5/6/2016,15680
4296,5/7/2016,16215
4296,4/12/2016,17487
4296,4/13/2016,5776
4296,4/14/2016,2300
4296,4/15/2016,18518
4296,4/16/2016,13973
4296,4/17/2016,915
4296,4/18/2016,11065
4296,4/19/2016,7549
4296,4/20/2016,16511
4296,4/21/2016,18816
4296,4/22/2016,10135
4296,4/23/2016,3520
4296,4/24/2016,2912
4296,4/25/2016,4964
4296,4/26/2016,7776
4296,4/27/2016,8012
4296,4/28/2016,19850
4296,4/29/2016,8949
4296,4/30/2016,8234
4297,5/1/2016,4119
4297,5/2/2016,12804
4297,5/3/2016,18754
4297,5/4/2016,10049
4297,5/5/2016,12356
4297,5/6/2016,9959
4297,5/7/2016,8506
4297,5/8/2016,12068
4297,5/9/2016,18109
4297,5/10/2016,4014
4297,5/11/2016,14025
4297,5/12/2016,9207
4297,4/12/2016,9576
4297,4/13/2016,1043
4297,4/14/2016,10941
4297,4/15/2016,4805
4297,4/16/2016,890
4297,4/17/2016,3838
4297,4/18/2016,13254
4297,4/19/2016,15884
4297,4/20/2016,19326
4297,4/21/2016,901
4297,4/22/2016,10217
4297,4/23/2016,853
4297,4/24/2016,3998
4297,4/25/2016,19337
4297,4/26/2016,5621
4297,4/27/2016,4441
4297,4/28/2016,19906
4297,4/29/2016,4299
4297,4/30/2016,10267
4298,5/1/2016,9229
4298,5/2/2016,2957
4298,5/3/2016,12436
4298,5/4/2016,2196
4298,5/5/2016,13907
4298,5/6/2016,3073
4298,5/7/2016,2594
4298,4/12/2016,6568
4298,4/13/2016,4465
4298,4/14/2016,7696
4298,4/15/2016,8809
4298,4/16/2016,13822
4298,4/17/2016,17748
4298,4/18/2016,15423
4298,4/19/2016,3479
4298,4/20/2016,5440
4298,4/21/2016,7900
4298,4/22/2016,12215
4298,4/23/2016,18900
4298,4/24/2016,18055
4298,4/25/2016,3183
4298,4/26/2016,975
4298,4/27/2016,19884
4298,4/28/2016,8845
4298,4/29/2016,9787
4298,4/30/2016,11599
4298,5/1/2016,1877
4298,5/2/2016,1951
4298,5/3/2016,4734
4298,5/4/2016,16999
4298,5/5/2016,10054
4299,5/6/2016,10443
4299,5/7/2016,4877
4299,5/8/2016,11763
4299,5/9/2016,16301
4299,5/10/2016,8877
4299,5/11/2016,9486
4299,5/12/2016,5355
4299,4/12/2016,13123
4299,4/13/2016,18648
4299,4/14/2016,1834
4299,4/15/2016,17027
4299,4/16/2016,9760
4299,4/17/2016,10818
4299,4/18/2016,5981
4299,4/19/2016,10589
4299,4/20/2016,18243
4299,4/21/2016,19406
4299,4/22/2016,15929
4299,4/23/2016,12948
4299,4/24/2016,19589
4299,4/25/2016,2757
4299,4/26/2016,16406
4299,4/27/2016,1866
4299,4/28/2016,17570
4299,4/29/2016,12674
4299,4/30/2016,16461
4299,5/1/2016,3063
4299,5/2/2016,2605
4299,5/3/2016,7196
4299,5/4/2016,16908
4299,5/5/2016,19664
4300,5/6/2016,5476
4300,5/7/2016,18224
4300,5/8/2016,6876
4300,5/9/2016,11991
4300,5/10/2016,18622
4300,5/11/2016,19573
4300,5/12/2016,3425
4300,4/12/2016,12514
4300,4/13/2016,7750
4300,4/14/2016,13450
4300,4/15/2016,1148
4300,4/16/2016,19558
4300,4/17/2016,14314
4300,4/18/2016,5586
4300,4/19/2016,2083
4300,4/20/2016,11973
4300,4/21/2016,11615
4300,4/22/2016,16755
4300,4/23/2016,11335
4300,4/24/2016,7396
4300,4/25/2016,2440
4300,4/26/2016,19744
4300,4/27/2016,2844
4300,4/28/2016,12447
4300,4/29/2016,19010
4300,4/30/2016,4721
4300,4/12/2016,10808
4300,4/13/2016,10213
4300,4/14/2016,4151
4300,4/15/2016,12992
4300,4/16/2016,12545
4301,4/17/2016,2178
4301,4/18/2016,9832
4301,4/19/2016,17795
4301,4/20/2016,6330
4301,4/21/2016,7672
4301,4/22/2016,16053
4301,4/23/2016,9961
4301,4/24/2016,17973
4301,4/25/2016,2852
4301,4/26/2016,9876
4301,4/27/2016,12512
4301,4/28/2016,6634
4301,4/29/2016,17808
4301,4/30/2016,9762
4301,5/1/2016,3016
4301,5/2/2016,19391
4301,5/3/2016,15577
4301,5/4/2016,1007
4301,5/5/2016,9232
4301,5/6/2016,9180
4301,5/7/2016,7937
4301,5/8/2016,13909
4301,5/9/2016,8299
4301,5/10/2016,3153
4301,5/11/2016,1038
4301,5/12/2016,17273
4301,4/12/2016,13519
4301,4/13/2016,17261
4301,4/14/2016,6872
4301,4/15/2016,8872
4301,4/16/2016,13193
4302,4/17/2016,13052
4302,4/18/2016,7141
4302,4/19/2016,13715
4302,4/20/2016,16568
4302,4/21/2016,1855
4302,4/22/2016,9731
4302,4/23/2016,13176
4302,4/24/2016,10883
4302,4/25/2016,11039
4302,4/26/2016,9407
4302,4/27/2016,11388
4302,4/28/2016,8277
4302,4/29/2016,1518
4302,4/30/2016,1591
4302,5/1/2016,16479
4302,5/2/2016,11854
4302,5/3/2016,8753
4302,5/4/2016,12380
4302,5/5/2016,6326
4302,5/6/2016,8771
4302,5/7/2016,17125
4302,5/8/2016,14621
4302,5/9/2016,4167
4302,5/10/2016,7720
4302,5/11/2016,5501
4302,5/12/2016,17408
4302,4/12/2016,13905
4302,4/13/2016,13650
4302,4/14/2016,14147
4302,4/15/2016,5721
4302,4/16/2016,5268
4303,4/17/2016,8704
4303,4/18/2016,14291
4303,4/19/2016,5979
4303,4/20/2016,1927
4303,4/21/2016,14186
4303,4/22/2016,16141
4303,4/23/2016,5894
4303,4/24/2016,4001
4303,4/25/2016,16781
4303,4/26/2016,6779
4303,4/27/2016,18712
4303,4/28/2016,17872
4303,4/29/2016,14355
4303,4/30/2016,16665
4303,5/1/2016,15681
4303,5/2/2016,15747
4303,5/3/2016,18705
4303,5/4/2016,4386
4303,5/5/2016,14048
4303,5/6/2016,14584
4303,5/7/2016,15822
4303,5/8/2016,18582
4303,5/9/2016,3433
4303,5/10/2016,7689
